UniProtID,GeneName,DrugBank ID,Name,Type,UniProt Name,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
Q7Z4J2,GLT6D1,DB03685,Uridine monophosphate,SmallMoleculeDrug,Glycosyltransferase 6 domain-containing protein 1,0,1,0,0,0,0,0,0,1,1,0,0
Q7Z4J2,GLT6D1,DB01861,Uridine diphosphate glucose,SmallMoleculeDrug,Glycosyltransferase 6 domain-containing protein 1,0,1,0,0,0,0,0,0,1,1,0,0
Q7Z4J2,GLT6D1,DB04465,Lactose,SmallMoleculeDrug,Glycosyltransferase 6 domain-containing protein 1,0,1,0,0,0,0,0,0,1,1,0,0
Q7Z4J2,GLT6D1,DB02379,Beta-D-Glucose,SmallMoleculeDrug,Glycosyltransferase 6 domain-containing protein 1,0,1,0,0,0,0,0,0,1,1,0,0
Q68CQ7,GLT8D1,,,,,0,1,0,0,0,0,0,0,1,1,0,0
Q9H1C3,GLT8D2,,,,,0,1,0,0,0,0,0,0,1,1,0,0
Q9NZD2,GLTP,DB03017,Lauric Acid,SmallMoleculeDrug,Glycolipid transfer protein,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZD2,GLTP,DB03600,Capric acid,SmallMoleculeDrug,Glycolipid transfer protein,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZD2,GLTP,DB03203,Sphingosine,SmallMoleculeDrug,Glycolipid transfer protein,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZD2,GLTP,DB04224,Oleic Acid,SmallMoleculeDrug,Glycolipid transfer protein,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZD2,GLTP,DB04465,Lactose,SmallMoleculeDrug,Glycolipid transfer protein,0,0,0,0,0,0,0,0,0,0,0,0
A6NH11,GLTPD2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P00367,GLUD1,DB00142,Glutamic Acid,SmallMoleculeDrug,"Glutamate dehydrogenase 1, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P00367,GLUD1,DB11081,Aluminum chloride,SmallMoleculeDrug,"Glutamate dehydrogenase 1, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P00367,GLUD1,DB00756,Hexachlorophene,SmallMoleculeDrug,"Glutamate dehydrogenase 1, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P00367,GLUD1,DB00157,NADH,SmallMoleculeDrug,"Glutamate dehydrogenase 1, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P00367,GLUD1,DB04137,Guanosine-5'-Triphosphate,SmallMoleculeDrug,"Glutamate dehydrogenase 1, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P49448,GLUD2,DB00142,Glutamic Acid,SmallMoleculeDrug,"Glutamate dehydrogenase 2, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P49448,GLUD2,DB00157,NADH,SmallMoleculeDrug,"Glutamate dehydrogenase 2, mitochondrial",0,0,0,0,0,0,0,0,1,0,0,0
P15104,GLUL,DB00142,Glutamic Acid,SmallMoleculeDrug,Glutamine synthetase,0,0,0,0,0,0,0,0,1,1,0,0
P15104,GLUL,DB00130,L-Glutamine,SmallMoleculeDrug,Glutamine synthetase,0,0,0,0,0,0,0,0,1,1,0,0
Q6IB77,GLYAT,DB00145,Glycine,SmallMoleculeDrug,Glycine N-acyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
Q969I3,GLYATL1,DB00145,Glycine,SmallMoleculeDrug,Glycine N-acyltransferase-like protein 1,0,0,0,0,0,0,0,0,1,1,0,0
A0A0U1RQE8,GLYATL1B,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8WU03,GLYATL2,DB00145,Glycine,SmallMoleculeDrug,Glycine N-acyltransferase-like protein 2,0,0,0,0,0,0,0,0,1,1,0,0
Q5SZD4,GLYATL3,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8IVK1,GLYCAM1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8IVS8,GLYCTK,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q49A26,GLYR1,,,,,0,0,1,0,0,0,0,0,1,1,0,0
P17900,GM2A,DB04660,Choline alfoscerate,SmallMoleculeDrug,Ganglioside GM2 activator,0,0,0,0,1,0,0,0,1,1,0,0
P17900,GM2A,DB08231,Myristic acid,SmallMoleculeDrug,Ganglioside GM2 activator,0,0,0,0,1,0,0,0,1,1,0,0
P17900,GM2A,DB03017,Lauric Acid,SmallMoleculeDrug,Ganglioside GM2 activator,0,0,0,0,1,0,0,0,1,1,0,0
P17900,GM2A,DB03633,Lpc-Ether,SmallMoleculeDrug,Ganglioside GM2 activator,0,0,0,0,1,0,0,0,1,1,0,0
P17900,GM2A,DB02261,Platelet Activating Factor,SmallMoleculeDrug,Ganglioside GM2 activator,0,0,0,0,1,0,0,0,1,1,0,0
P17900,GM2A,DB02325,Isopropyl Alcohol,SmallMoleculeDrug,Ganglioside GM2 activator,0,0,0,0,1,0,0,0,1,1,0,0
Q96IK5,GMCL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8NEA9,GMCL2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O60547,GMDS,DB02547,Guanosine-5'-Diphosphate-Rhamnose,SmallMoleculeDrug,"GDP-mannose 4,6 dehydratase",0,0,0,0,0,0,0,0,1,1,0,0
O60547,GMDS,DB04315,Guanosine-5'-Diphosphate,SmallMoleculeDrug,"GDP-mannose 4,6 dehydratase",0,0,0,0,0,0,0,0,1,1,0,0
Q9Y692,GMEB1,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q9UKD1,GMEB2,,,,,1,0,1,0,0,0,0,0,0,0,0,0
P60983,GMFB,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O60234,GMFG,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9P107,GMIP,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q99445,GML,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NCL1,GMNC,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O75496,GMNN,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q96IJ6,GMPPA,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9Y5P6,GMPPB,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P36959,GMPR,DB01972,Guanosine-5'-Monophosphate,SmallMoleculeDrug,GMP reductase 1,0,0,0,0,1,0,0,0,1,1,0,0
Q9P2T1,GMPR2,,,,,0,0,0,0,1,0,0,0,1,1,0,0
P49915,GMPS,DB00142,Glutamic Acid,SmallMoleculeDrug,GMP synthase [glutamine-hydrolyzing],0,0,0,0,0,0,0,0,1,1,0,0
P29992,GNA11,,,,,0,0,0,0,0,0,0,0,1,1,1,0
Q03113,GNA12,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q14344,GNA13,,,,,0,0,0,0,0,0,0,0,0,1,0,0
O95837,GNA14,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P30679,GNA15,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P63096,GNAI1,DB04315,Guanosine-5'-Diphosphate,SmallMoleculeDrug,Guanine nucleotide-binding protein G(i) subunit alpha-1,0,0,0,0,0,0,0,0,0,1,0,0
P63096,GNAI1,DB04444,Tetrafluoroaluminate Ion,SmallMoleculeDrug,Guanine nucleotide-binding protein G(i) subunit alpha-1,0,0,0,0,0,0,0,0,0,1,0,0
P04899,GNAI2,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P08754,GNAI3,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P38405,GNAL,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P09471,GNAO1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P50148,GNAQ,,,,,0,0,0,0,0,0,0,0,1,1,1,0
O95467,GNAS,,,,,0,0,0,0,0,0,0,0,0,0,1,0
P63092,GNAS,DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",SmallMoleculeDrug,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,0,0,0,0,0,0,0,0,1,1,1,0
P63092,GNAS,DB02587,Colforsin,SmallMoleculeDrug,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,0,0,0,0,0,0,0,0,1,1,1,0
P84996,GNAS,,,,,0,0,0,0,0,0,0,0,1,0,1,0
Q5JWF2,GNAS,,,,,0,0,0,0,0,0,0,0,1,1,1,0
P11488,GNAT1,DB04444,Tetrafluoroaluminate Ion,SmallMoleculeDrug,Guanine nucleotide-binding protein G(t) subunit alpha-1,0,0,0,0,0,0,0,0,1,1,0,0
P11488,GNAT1,DB02994,Cacodylic acid,SmallMoleculeDrug,Guanine nucleotide-binding protein G(t) subunit alpha-1,0,0,0,0,0,0,0,0,1,1,0,0
P11488,GNAT1,DB04315,Guanosine-5'-Diphosphate,SmallMoleculeDrug,Guanine nucleotide-binding protein G(t) subunit alpha-1,0,0,0,0,0,0,0,0,1,1,0,0
P19087,GNAT2,,,,,0,0,0,0,0,0,0,0,0,1,0,0
A8MTJ3,GNAT3,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P19086,GNAZ,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P62873,GNB1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9BYB4,GNB1L,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P62879,GNB2,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P16520,GNB3,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9HAV0,GNB4,,,,,0,0,0,0,0,0,0,0,1,0,0,0
O14775,GNB5,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9Y223,GNE,,,,,0,0,0,1,0,0,0,1,1,1,0,0
P50151,GNG10,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P61952,GNG11,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q9UBI6,GNG12,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q9P2W3,GNG13,,,,,0,0,0,0,0,0,0,0,0,1,0,0
A0A1W2PPG7,GNG14,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P59768,GNG2,DB01159,Halothane,SmallMoleculeDrug,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,0,0,0,0,0,0,0,0,0,1,0,0
P63215,GNG3,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P50150,GNG4,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P63218,GNG5,,,,,0,0,0,0,0,0,0,0,0,1,0,0
O60262,GNG7,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q9UK08,GNG8,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P63211,GNGT1,,,,,0,0,0,0,0,0,0,0,0,1,0,0
O14610,GNGT2,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P36915,GNL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q13823,GNL2,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q9BVP2,GNL3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9NVN8,GNL3L,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P22749,GNLY,DB03434,3[N-Morpholino]Propane Sulfonic Acid,SmallMoleculeDrug,Granulysin,0,0,0,0,0,0,0,0,0,0,0,0
Q14749,GNMT,DB01752,S-adenosyl-L-homocysteine,SmallMoleculeDrug,Glycine N-methyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
Q14749,GNMT,DB00118,Ademetionine,SmallMoleculeDrug,Glycine N-methyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
Q14749,GNMT,DB04272,Citric Acid,SmallMoleculeDrug,Glycine N-methyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
Q14749,GNMT,DB00145,Glycine,SmallMoleculeDrug,Glycine N-methyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
O15228,GNPAT,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P46926,GNPDA1,DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,SmallMoleculeDrug,Glucosamine-6-phosphate isomerase 1,0,0,0,0,1,0,0,0,1,1,0,0
P46926,GNPDA1,DB03951,N-acetyl-D-glucosamine-6-phosphate,SmallMoleculeDrug,Glucosamine-6-phosphate isomerase 1,0,0,0,0,1,0,0,0,1,1,0,0
P46926,GNPDA1,DB02379,Beta-D-Glucose,SmallMoleculeDrug,Glucosamine-6-phosphate isomerase 1,0,0,0,0,1,0,0,0,1,1,0,0
Q8TDQ7,GNPDA2,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q96EK6,GNPNAT1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q3T906,GNPTAB,,,,,0,1,0,0,0,0,0,0,1,1,0,0
Q9UJJ9,GNPTG,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P01148,GNRH1,,,,,0,0,0,0,0,0,0,0,1,0,0,0
O43555,GNRH2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P30968,GNRHR,DB00007,Leuprolide,BiotechDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB05624,Teverelix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB00014,Goserelin,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB06699,Degarelix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB00050,Cetrorelix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB11619,Gestrinone,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB06494,Sufugolix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB11979,Elagolix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB00666,Nafarelin,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB06825,Triptorelin,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB06785,Ganirelix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB00106,Abarelix,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB06719,Buserelin,BiotechDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB06788,Histrelin,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB01406,Danazol,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
P30968,GNRHR,DB00644,Gonadorelin,SmallMoleculeDrug,Gonadotropin-releasing hormone receptor,0,1,0,0,0,0,0,0,1,0,0,0
Q96P88,GNRHR2,DB01406,Danazol,SmallMoleculeDrug,Putative gonadotropin-releasing hormone II receptor,0,1,0,0,0,0,0,0,0,0,0,0
Q96P88,GNRHR2,DB00666,Nafarelin,SmallMoleculeDrug,Putative gonadotropin-releasing hormone II receptor,0,1,0,0,0,0,0,0,0,0,0,0
Q96P88,GNRHR2,DB00644,Gonadorelin,SmallMoleculeDrug,Putative gonadotropin-releasing hormone II receptor,0,1,0,0,0,0,0,0,0,0,0,0
P15586,GNS,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q92805,GOLGA1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q08379,GOLGA2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9HBQ8,GOLGA2P5,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q08378,GOLGA3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q13439,GOLGA4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8TBA6,GOLGA5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9NYA3,GOLGA6A,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NDN3,GOLGA6B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NDK9,GOLGA6C,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0CG33,GOLGA6D,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N7Z2,GOLGA6L1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NI86,GOLGA6L10,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H0YKK7,GOLGA6L19,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N9W4,GOLGA6L2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H0YM25,GOLGA6L22,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NEY3,GOLGA6L3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NEF3,GOLGA6L4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A8MZA4,GOLGA6L6,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A0A1B0GV03,GOLGA6L7,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NEM1,GOLGA6L9,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q7Z5G4,GOLGA7,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q2TAP0,GOLGA7B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A7E2F4,GOLGA8A,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A8MQT2,GOLGA8B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NN73,GOLGA8CP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q0D2H9,GOLGA8DP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q08AF8,GOLGA8F; GOLGA8G,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0CJ92,GOLGA8H,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NC78,GOLGA8IP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NMD2,GOLGA8J,,,,,0,0,0,0,0,0,0,0,0,0,0,0
D6RF30,GOLGA8K,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H3BSY2,GOLGA8M,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F8WBI6,GOLGA8N,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NCC3,GOLGA8O,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H3BV12,GOLGA8Q,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I6L899,GOLGA8R,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H3BPF8,GOLGA8S,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H3BQL2,GOLGA8T,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q14789,GOLGB1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O00461,GOLIM4,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8NBJ4,GOLM1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9H4A6,GOLPH3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H4A5,GOLPH3L,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZVE7,GOLT1A,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y3E0,GOLT1B,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q3T8J9,GON4L,,,,,1,0,0,0,0,0,0,0,0,0,0,0
Q9BXV9,GON7,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9HD26,GOPC,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5T7V8,GORAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9BQQ3,GORASP1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8Y8,GORASP2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O95249,GOSR1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O14653,GOSR2,,,,,0,1,0,0,0,0,0,0,1,0,0,0
P17174,GOT1,DB04299,Maleic Acid,SmallMoleculeDrug,"Aspartate aminotransferase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
P17174,GOT1,DB09130,Copper,SmallMoleculeDrug,"Aspartate aminotransferase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
P17174,GOT1,DB00128,L-Aspartic Acid,SmallMoleculeDrug,"Aspartate aminotransferase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
P17174,GOT1,DB00142,Glutamic Acid,SmallMoleculeDrug,"Aspartate aminotransferase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
P17174,GOT1,DB00151,L-Cysteine,SmallMoleculeDrug,"Aspartate aminotransferase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
P17174,GOT1,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,"Aspartate aminotransferase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
Q8NHS2,GOT1L1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P00505,GOT2,DB00128,L-Aspartic Acid,SmallMoleculeDrug,"Aspartate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
P00505,GOT2,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,"Aspartate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
P00505,GOT2,DB02783,4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate,SmallMoleculeDrug,"Aspartate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
P00505,GOT2,DB00142,Glutamic Acid,SmallMoleculeDrug,"Aspartate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
P07359,GP1BA,DB05391,liposomal prostaglandin E1,SmallMoleculeDrug,Platelet glycoprotein Ib alpha chain,0,1,0,0,0,0,0,0,1,0,0,0
P07359,GP1BA,DB05202,Egaptivon pegol,BiotechDrug,Platelet glycoprotein Ib alpha chain,0,1,0,0,0,0,0,0,1,0,0,0
P13224,GP1BB,,,,,0,1,0,0,0,0,0,0,1,0,0,0
P55259,GP2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P40197,GP5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9HCN6,GP6,,,,,0,1,0,0,0,0,0,0,1,0,0,0
P14770,GP9,DB00468,Quinine,SmallMoleculeDrug,Platelet glycoprotein IX,0,1,0,0,0,0,0,0,1,0,0,0
Q99795,GPA33,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O43292,GPAA1,,,,,0,1,0,0,0,0,0,0,1,0,0,0
Q8IXQ4,GPALPP1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9HCL2,GPAM,,,,,0,1,0,0,1,0,0,0,1,1,0,0
O95872,GPANK1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6NUI2,GPAT2,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q53EU6,GPAT3,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q86UL3,GPAT4,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q9BRR8,GPATCH1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N954,GPATCH11,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9NW75,GPATCH2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9NWQ4,GPATCH2L,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96I76,GPATCH3,,,,,1,0,0,0,0,0,0,0,1,0,0,0
Q5T3I0,GPATCH4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9UKJ3,GPATCH8,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8TDU6,GPBAR1,DB03619,Deoxycholic Acid,SmallMoleculeDrug,G-protein coupled bile acid receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8TDU6,GPBAR1,DB06777,Chenodeoxycholic acid,SmallMoleculeDrug,G-protein coupled bile acid receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8TDU6,GPBAR1,DB02659,Cholic Acid,SmallMoleculeDrug,G-protein coupled bile acid receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q86WP2,GPBP1,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q9HC44,GPBP1L1,,,,,1,0,1,0,0,0,0,0,0,0,0,0
P35052,GPC1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N158,GPC2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P51654,GPC3,,,,,0,0,0,0,0,0,0,0,1,0,1,1
O75487,GPC4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P78333,GPC5,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Q9Y625,GPC6,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9NPB8,GPCPD1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P21695,GPD1,DB00157,NADH,SmallMoleculeDrug,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",0,0,0,0,0,0,0,0,1,0,0,0
Q8N335,GPD1L,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P43304,GPD2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q99527,GPER1,DB00783,Estradiol,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB13955,Estradiol dienanthate,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB05939,MK-0354,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB13952,Estradiol acetate,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB13953,Estradiol benzoate,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB01645,Genistein,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB13954,Estradiol cypionate,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q99527,GPER1,DB13956,Estradiol valerate,SmallMoleculeDrug,G-protein coupled estrogen receptor 1,0,1,0,0,0,0,0,0,0,0,0,0
Q96T91,GPHA2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q86YW7,GPHB5,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9NQX3,GPHN,DB03366,Imidazole,SmallMoleculeDrug,Gephyrin,0,0,0,0,0,0,0,1,1,1,0,0
Q9NQX3,GPHN,DB03766,Propanoic acid,SmallMoleculeDrug,Gephyrin,0,0,0,0,0,0,0,1,1,1,0,0
Q9NQX3,GPHN,DB01942,Formic Acid,SmallMoleculeDrug,Gephyrin,0,0,0,0,0,0,0,1,1,1,0,0
P06744,GPI,DB09130,Copper,SmallMoleculeDrug,Glucose-6-phosphate isomerase,0,0,0,0,0,0,0,0,1,1,0,0
